,0
491,There Is No Free Lunch In Adversarial Robustness (But There Are Unexpected Benefits)
492,Distributionally Adversarial Attack
493,Formal Guarantees on the Robustness of a Classifier against Adversarial Manipulation
494,A generative vision model that trains with high data efficiency and breaks text-based CAPTCHAs
495,Formalizing Neurath’s Ship: Approximate Algorithms for Online Causal Learning
496,"Deep k-Nearest Neighbors: Towards Confident, Interpretable and Robust Deep Learning"
497,Analyzing the Robustness of Nearest Neighbors to Adversarial Examples
498,A Simple Unified Framework for Detecting Out-of-Distribution Samples and Adversarial Attacks
499,Retrieval-Augmented Convolutional Neural Networks for Improved Robustness against Adversarial Examples
500,Exploring the Limits of Weakly Supervised Pretraining
501,HotFlip: White-Box Adversarial Examples for Text Classification
502,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
503,Particular object retrieval with integral max-pooling of CNN activations
504,The New Data and New Challenges in Multimedia Research
505,Automatic differentiation in PyTorch
506,Allergic Rhinitis and its Impact on Asthma (ARIA) 2008 *
507,CLeveldb: Coalesced Leveldb for Small Data
508,SciPy: Open Source Scientific Tools for Python
509,Visualizing Data using t-SNE
510,Certified Robustness to Adversarial Examples with Differential Privacy
511,Exact Matrix Completion via Convex Optimization
512,Spectral Regularization Algorithms for Learning Large Incomplete Matrices
513,Low-rank matrix completion using alternating minimization
514,Matrix Completion from Noisy Entries
515,Matrix Completion has No Spurious Local Minimum
516,Matrix estimation by Universal Singular Value Thresholding
517,An Overview of Low-Rank Matrix Recovery From Incomplete Observations
518,Logit Pairing Methods Can Fool Gradient-Based Attacks
519,Fast low-rank estimation by projected gradient descent: General statistical and algorithmic guarantees
520,Improving Adversarial Robustness by Data-Specific Discretization
521,Harnessing Structures in Big Data via Guaranteed Low-Rank Matrix Estimation: Recent Theory and Fast Algorithms via Convex and Nonconvex Optimization
522,Community Detection in General Stochastic Block models: Fundamental Limits and Efficient Algorithms for Recovery
523,Recovering Communities in the General Stochastic Block Model Without Knowing the Parameters
524,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation
525,Thy Friend is My Friend: Iterative Collaborative Filtering for Sparse Matrix Estimation
526,Lessons from the Netflix prize challenge
527,Model Agnostic Time Series Analysis via Matrix Estimation
528,Learning a Driving Simulator
529,Is Machine Learning taking productivity in petroleum geoscience on a Moore’s Law trajectory?
530,Random Feature Nullification for Adversary Resistant Deep Architecture
531,Improving Back-Propagation by Adding an Adversarial Gradient
532,Deep Learning and Music Adversaries
533,Improving the adversarial robustness of ConvNets by reduction of input dimensionality
534,Deceiving Google's Perspective API Built for Detecting Toxic Comments
535,Suppressing the Unusual: towards Robust CNNs using Symmetric Activation Functions
536,Invariant backpropagation: how to train a transformation-invariant neural network
537,The Foundations of Cost-Sensitive Learning
538,Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion
539,ACOUSTIC SCENE CLASSIFICATION WITH REJECT OPTION BASED ON RESNETS
540,Novelty detection applied to the classification problem using Probabilistic Neural Network
541,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks
542,Generalized Learning with Rejection for Classification and Regression Problems
543,Improving Rejection Performance on Handwritten Digits by Training with Rubbish
544,Foundations of Machine Learning
545,Reject option with multiple thresholds
546,Obfuscating Gender in Social Media Writing
547,Handbook of Image and Video Processing
548,References
549,Robust principal component analysis?
550,Symbolic Data Analysis: Conceptual Statistics and Data Mining (Wiley Series in Computational Statistics)
551,Optimization of Automatic Target Recognition with a Reject Option Using Fusion and Correlated Sensor Data
552,Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning
553,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks
554,Gaussian Processes for Machine Learning (Adaptive Computation and Machine Learning)
555,Nonlinear dimensionality reduction by locally linear embedding.
556,A Brief Survey of Bandwidth Selection for Density Estimation
557,Deep Manifold Traversal: Changing Labels with Convolutional Features
558,Text to Image Synthesis using Residual GAN
559,Adversarial Robustness Toolbox v1.0.0
560,Adversarial Feature Selection Against Evasion Attacks
561,Deep Speech: Scaling up end-to-end speech recognition
562,Face recognition using eigenfaces
563,A Theoretical Framework for Robustness of (Deep) Classifiers against Adversarial Samples
564,DeepATAC: A deep-learning method to predict regulatory factor binding activity from ATAC-seq signals
565,Comparative Study and Implementation of Supervised and Unsupervised Models for Recognizing Handwritten Kannada Characters
566,Identifing of Alphanumerical Codes in Promotional products by Using of Deep Neural Network
567,H 2020-ICT-2016-2 RIA Project-ID : 761329 WORTECS Networking research beyond 5 G Document 3 . 1 Gbps wireless radio and Gbps wireless optical communications
568,Microsoft Malware Classification Challenge
569,Evaluation and Design of Robust Neural Network Defenses
570,"Python for Grid-, Cloud-, and High-Performance-Computing"
571,Distributional Smoothing by Virtual Adversarial Examples
572,Dropout Training as Adaptive Regularization
573,Robust Regression and Lasso
574,Cutting-set methods for robust convex optimization with pessimizing oracles
575,Oracle-Based Robust Optimization via Online Learning
576,Robustness and Regularization of Support Vector Machines
577,Robust Solutions to Least-Squares Problems with Uncertain Data
578,Convolutional Deep Belief Networks on CIFAR-10
579,Convex Learning with Invariances
580,Smooth minimization of non-smooth functions
581,Theory and Applications of Robust Optimization
582,Convex Optimization
583,Deep roto-translation scattering for object classification
584,Support Vector Classification with Input Data Uncertainty
585,Neural Networks - A Systematic Introduction
586,Numerical Optimization (Springer Series in Operations Research and Financial Engineering)
587,"On Nonconvex Optimization for Machine Learning: Gradients, Stochasticity, and Saddle Points"
588,Numerical Optimization
589,Chapter Fourteen. Robust Adjustable Multistage Optimization
590,Introductory Lectures on Convex Optimization - A Basic Course
591,Numerical Aircraft Design Using 3-D Transonic Analysis with Optimization. Volume I. Executive Summary.
592,Accessing personal medical records online: A means to what ends?
593,Distributionally Robust Optimization Under Moment Uncertainty with Application to Data-Driven Problems
594,Computationally Tractable Counterparts of Distributionally Robust Constraints on Risk Measures
595,Distributionally Robust Convex Optimization
596,Kullback-Leibler divergence constrained distributionally robust optimization
597,Worst-Case Value-At-Risk and Robust Portfolio Optimization: A Conic Programming Approach
598,Optimal Residential Battery Storage Operations Using Robust Data-Driven Dynamic Programming
599,Robust Solutions of Optimization Problems Affected by Uncertain Probabilities
600,Robust sample average approximation
601,The Price of Robustness
602,Distributionally Robust Optimization and Its Tractable Approximations
603,Tractable Robust Expected Utility and Risk Models for Portfolio Optimization
604,Models for Minimax Stochastic Linear Optimization Problems with Risk Aversion
605,Robustifying Convex Risk Measures for Linear Portfolios: A Nonparametric Approach
606,Data-driven chance constrained stochastic program
607,Models and algorithms for distributionally robust least squares problems
608,A framework for optimization under ambiguity
609,Distributionally robust optimization in context of data-driven problems
610,On Wasserstein Two-Sample Testing and Related Families of Nonparametric Tests
611,Ambiguous chance constrained problems and robust optimization
612,Convex Optimization Theory
613,Challenging the empirical mean and empirical variance: a deviation study
614,Ambiguous Risk Measures and Optimal Robust Portfolios
615,On the Relation Between Option and Stock Prices: A Convex Optimization Approach
616,Distributionally Robust Stochastic Programming
617,Simple Bounds for the Convergence of Empirical and Occupation Measures in 1-Wasserstein Distance
618,Optimization of conditional value-at risk
619,A comment on “computational complexity of stochastic programming problems”
620,Deriving robust counterparts of nonlinear uncertain inequalities
621,Monotone Approximation of Decision Problems
622,"Learning and Generalization in Overparameterized Neural Networks, Going Beyond Two Layers"
