,0
4974,Reinforcement Learning with Soft State Aggregation
4975,Adaptive filtering prediction and control
4976,Connectionist models of recognition memory: constraints imposed by learning and forgetting functions.
4977,Learning in Spiking Neural Networks by Reinforcement of Stochastic Synaptic Transmission
4978,"Randomization, bootstrap and Monte Carlo methods in biology"
4979,A neural network model with dopamine-like reinforcement signal that learns a spatial delayed response task
4980,Some aspects of the sequential design of experiments
4981,Distributed Representations of Words and Phrases and their Compositionality
4982,The parti-game algorithm for variable resolution reinforcement learning in multidimensional state-spaces
4983,Variance Reduction Techniques for Gradient Estimates in Reinforcement Learning
4984,Tonic dopamine: opportunity costs and the control of response vigor
4985,Problem solving with reinforcement learning
4986,Off-Policy Temporal Difference Learning with Function Approximation
4987,Learning to control an inverted pendulum using neural networks
4988,Toward a Statistical Theory of Learning.
4989,A survey of algorithmic methods for partially observed Markov decision processes
4990,Exploiting Structure in Policy Construction
4991,Curious model-building control systems
4992,Learning to perceive and act by trial and error
4993,Solving the distal reward problem through linkage of STDP and dopamine signaling
4994,Functional Imaging of Neural Responses to Expectancy and Experience of Monetary Gains and Losses
4995,A computational model of action selection in the basal ganglia. I. A new functional anatomy
4996,Intrinsically Motivated Learning of Hierarchical Collections of Skills
4997,Artificial Intelligence through Simulated Evolution
4998,Synaptic tagging and long-term potentiation
4999,Temporal difference learning and TD-Gammon
5000,CURIOUS: Intrinsically Motivated Modular Multi-Goal Reinforcement Learning
5001,A two-dimensional interpolation function for irregularly-spaced data
5002,Neurons in the orbitofrontal cortex encode economic value
5003,Planning by Incremental Dynamic Programming
5004,Programming a computer for playing chess
5005,A new approach to the design of reinforcement schemes for learning automata
5006,Intelligent behavior as an adaptation to the task environment ; Part II.
5007,Computing Machinery and Intelligence
5008,Hierarchical control and learning for markov decision processes
5009,"State of the Art—A Survey of Partially Observable Markov Decision Processes: Theory, Models, and Algorithms"
5010,Reinforcement-learning control and pattern recognition systems
5011,"Experiments with Infinite-Horizon, Policy-Gradient Estimation"
5012,Classical conditioning and brain systems: the role of awareness.
5013,Temporal contiguity requirements for long-term associative potentiation/depression in the hippocampus
5014,Approximating Optimal Policies for Partially Observable Stochastic Domains
5015,On the Complexity of Solving Markov Decision Problems
5016,What is Intrinsic Motivation? A Typology of Computational Approaches
5017,Potential-Based Shaping and Q-Value Initialization are Equivalent
5018,Regulation of Synaptic Efficacy by Coincidence of Postsynaptic APs and EPSPs
5019,Learning and Sequential Decision Making
5020,"A tutorial on training recurrent neural networks , covering BPPT , RTRL , EKF and the "" echo state network "" approach - Semantic Scholar"
5021,The role of the basal ganglia in habit formation
5022,Strategy Learning with Multilayer Connectionist Representations
5023,Bee foraging in uncertain environments using predictive hebbian learning
5024,Learning internal representations by error propagation
5025,Incorporating Advice into Agents that Learn from Reinforcements
5026,Extensions of a Theory of Networks for Approximation and Learning
5027,Application of fuzzy neural network in multi-maneuvering target tracking
5028,Training Agents to Perform Sequential Behavior
5029,Learning to Solve Markovian Decision Processes
5030,A Teaching Method for Reinforcement Learning
5031,Dopamine Cells Respond to Predicted Events during Classical Conditioning: Evidence for Eligibility Traces in the Reward-Learning Network
5032,Neural Ensembles in CA3 Transiently Encode Paths Forward of the Animal at a Decision Point
5033,Dynamic Programming: Deterministic and Stochastic Models
5034,An Adaptive Optimal Controller for Discrete-Time Markov Environments
5035,Prioritized Sweeping : Reinforcement Learning with Less Data and Less Real Time
5036,On the use of backpropagation in associative reinforcement learning
5037,Determining the Neural Substrates of Goal-Directed Learning in the Human Brain
5038,Feature-based methods for large scale dynamic programming
5039,"of Experimental Psychology : Learning , Memory , and Cognition"
5040,Activity in human ventral striatum locked to errors of reward prediction
5041,TD Models: Modeling the World at a Mixture of Time Scales
5042,"Decisions, Uncertainty, and the Brain: The Science of Neuroeconomics"
5043,Simulation and the Monte Carlo method
5044,Kernel-Based Reinforcement Learning
5045,Approximate solutions to markov decision processes
5046,Practical Issues in Temporal Difference Learning
5047,Deconstructing episodic memory with construction
5048,Overcoming Incomplete Perception with Utile Distinction Memory
5049,Linear Least-Squares algorithms for temporal difference learning
5050,Scaling Reinforcement Learning Algorithms by Learning Variable Temporal Resolution Models
5051,Alopex: A Correlation-Based Learning Algorithm for Feedforward and Recurrent Neural Networks
5052,Instrumental Responding following Reinforcer Devaluation
5053,Representation and Timing in Theories of the Dopamine System
5054,Addiction as a Computational Process Gone Awry
5055,Designing Economic Agents that Act Like Human Agents: A Behavioral Approach to Bounded Rationality
5056,Dynamic signals related to choices and outcomes in the dorsolateral prefrontal cortex.
5057,SAMPLE MEAN BASED INDEX POLICIES WITH O(logn) REGRET FOR THE MULTI-ARMED BANDIT PROBLEM
5058,Robot juggling: implementation of memory-based learning
5059,How the Basal Ganglia Use Parallel Excitatory and Inhibitory Learning Pathways to Selectively Respond to Unexpected Rewarding Cues
5060,Monte Carlo Matrix Inversion and Reinforcement Learning
5061,Predictability Modulates Human Brain Response to Reward
5062,Explanation-Based Learning and Reinforcement Learning: A Unified View
5063,Hierarchical Solution of Markov Decision Processes using Macro-actions
5064,A Predictive Reinforcement Model of Dopamine Neurons for Learning Approach Behavior
5065,Role and Significance of Classical Conditioning in Anxiety Related Disorders: Clinical Applications of Phenomena in Classical Conditioning and Associative Learning Theory
5066,Local Gain Adaptation in Stochastic Gradient Descent
5067,PVLV: the primary value and learned value Pavlovian learning algorithm.
5068,Adaptive Confidence And Adaptive Curiosity
5069,Dopamine-dependent plasticity of corticostriatal synapses
5070,"Reinforcement Learning, Spike-Time-Dependent Plasticity, and the BCM Rule"
5071,Reinforcement Learning with Function Approximation Converges to a Region
5072,TD(λ) Converges with Probability 1
5073,Reinforcement Driven Information Acquisition in Non-deterministic Environments
5074,Associative search network: A reinforcement learning associative memory
5075,The predictive brain: temporal coincidence and temporal order in synaptic learning mechanisms.
5076,Stochastic learning and optimization - A sensitivity-based approach
5077,Hierarchical Learning in Stochastic Domains: Preliminary Results
5078,Learning control systems--Review and outlook
5079,The convergence of TD(λ) for general λ
5080,Individual Choice Behavior: A Theoretical Analysis
5081,Learning to Drive a Bicycle Using Reinforcement Learning and Shaping
5082,CMAC-based adaptive critic self-learning control
5083,Associative memory. A system-theoretical approach
5084,The neural basis of associative reward learning in honeybees
5085,Modeling functions of striatal dopamine modulation in learning and planning
5086,Shaping as a method for accelerating reinforcement learning
5087,Asynchronous Stochastic Approximation and Q-Learning
5088,What is dynamic programming?
5089,Simple neural models of classical conditioning
5090,Observable Operator Models for Discrete Stochastic Time Series
5091,Efficient learning and planning within the Dyna framework
5092,Learning a Cost-Sensitive Internal Representation for Reinforcement Learning
5093,Improving neural networks by preventing co-adaptation of feature detectors
5094,Goal Seeking Components for Adaptive Intelligence: An Initial Assessment.
5095,A PROBLEM IN THE SEQUENTIAL DESIGN OF EXPERIMENTS
5096,Brain Function and Adaptive Systems: A Heterostatic Theory
5097,An Algorithm for Finding Best Matches in Logarithmic Expected Time
5098,Shaping robot behavior using principles from instrumental conditioning
5099,A MATHEMATICAL ANALYSIS OF ACTOR-CRITIC ARCHITECTURES FOR LEARNING OPTIMAL CONTROLS THROUGH INCREMENTAL DYNAMIC PROGRAMMING
5100,Erratum to: Formation of attentional-associative networks in real time: Role of the hippocampus and implications for conditioning
5101,"A neural model of attention, reinforcement and discrimination learning."
5102,A colony architecture for an artificial creature
5103,Reversal learning and resurgence of operant behavior in zebrafish (Danio rerio)
5104,Diversity-based inference of finite automata
5105,A Convergent Form of Approximate Policy Iteration
5106,Rollout Algorithms for Combinatorial Optimization
5107,Batch Value Function Approximation via Support Vectors
5108,"Counterfactual Probabilities: Computational Methods, Bounds and Applications"
5109,Learning Algorithms for Two-Person Zero-Sum Stochastic Games with Incomplete Information: A Unified Approach
5110,An RLS-Based Natural Actor-Critic Algorithm for Locomotion of a Two-Linked Robot Arm
5111,Simulation of anticipatory responses in classical conditioning by a neuron-like adaptive element
5112,Connectionist learning for control: an overview
5113,Neural networks for control and system identification
5114,Timing in simple conditioning and occasion setting: a neural network approach
5115,"Simulation of the classically conditioned nictitating membrane response by a neuron-like adaptive element: Response topography, neuronal firing, and interstimulus intervals"
5116,A normative perspective on motivation
5117,Timing and Partial Observability in the Dopamine System
5118,Propulsion and Chemotaxis in Bacteria‐Driven Microswimmers
5119,Local and Global Optimization Algorithms for Generalized Learning Automata
5120,Sparse distributed memory and related models
5121,Reinforcement learning in connectionist networks: A math-ematical analysis
5122,A Novel Reinforcement Model of Birdsong Vocalization Learning
5123,High-Performance Job-Shop Scheduling With A Time-Delay TD(λ) Network
5124,Average cost temporal-difference learning
5125,FUNCTIONAL APPROXIMATIONS AND DYNAMIC PROGRAMMING
5126,Synthesis of nonlinear control surfaces by a layered associative search network
5127,Multi-Agent Reinforcement Learning for Job Shop Scheduling in Flexible Manufacturing Systems
5128,Combining Strengths of Optimal Multi-Agent Path Finding Algorithms
5129,Cortical Synapses and Reinforcement: a Hypothesis
5130,A Unified Theory of Heuristic Evaluation Functions and its Application to Learning
5131,Inductive general game playing
5132,Kernel Least-Squares Temporal Difference Learning
5133,The apparent conflict between estimation and control—a survey of the two-armed bandit problem
5134,A chess-playing machine.
5135,Fast Exact Planning in Markov Decision Processes
5136,STELLA: A scheme for a learning machine
5137,Simulation of self-organizing systems by digital computer
5138,Distributed asynchronous computation of fixed points
5139,Some studies in machine learning using the game of checkers. II: recent progress
5140,Explaining Temporal Differences to Create Useful Concepts for Evaluating States
5141,Game-theoretic cooperativity in networks of self-interested units
5142,BEHAVIORAL SELECTION BY CONSEQUENCES
5143,"The CDP: A unifying formulation for heuristic search, dynamic programming, and branch-and-bound"
5144,Efficient Memory-Based Dynamic Programming
5145,"Why Dogs Hump and Bees Get Depressed: The Fascinating Science of Animal Intelligence, Emotions, Friendship"
5146,Fast Curvature Matrix-Vector Products for Second-Order Gradient Descent
5147,Fast Online Policy Gradient Learning with SMD Gain Vector Adaptation
5148,Why the Law of Effect will not Go Away
5149,A neural model of adaptive behavior
5150,Deconstructing the law of effect
5151,Improved Allocation of Weights for Associative Memory Storage in Learning Control Systems
5152,"Recursive Estimation and Time-Series Analysis. An Introduction for the Student and Practitioner, Second edition, Peter C. Young. Springer (2011), 504 pp., Hardcover, \$119.00, ISBN: 978-3-642-21980-1"
5153,Q-Learning for Bandit Problems
5154,Towards a theory of reinforcement-learning connectionist systems
5155,A Computational Model of Birdsong Learning by Auditory Experience and Auditory Feedback
5156,A Distributed Dynamic Programming-Based Solution for Load Management in Smart Grids
5157,Real Applications of Markov Decision Processes
5158,Off-policy Learning with Options and Recognizers
5159,"Discrete-time, discrete-valued observable operator models: a tutorial"
5160,A Machine with Insight
5161,Swinging up the Acrobot: an example of intelligent control
5162,On the Theory of Apportionment
5163,A Comparison and Evaluation of Three Machine Learning Procedures as Applied to the Game of Checkers
5164,Design Improvements in Associative Memories for Cerebellar Model Articulation Controllers (CMAC)
5165,"Intelligent Machinery, A Heretical Theory*"
5166,Adaptive treatment allocation and the multi-armed bandit problem
5167,Residual Networks for Computer Go
5168,Temporal primacy overrides prior training in serial compound conditioning of the rabbit’s nictitating membrane response
5169,On The Virtues of Linear Learning and Trajectory Distributions
5170,Memory Controller Optimizations for Web Servers
5171,The role of learning in motivation
5172,Dynamic channel assignment in cellular radio
5173,Computational Capabilities of Single Neurons: Relationship to Simple Forms of Associative and Nonassociative Learning in Aplysia
5174,Further Real Applications of Markov Decision Processes
5175,Toward learning time-varying functions with high input dimensionality
5176,Temporal-difference methods and Markov models
5177,Machines Who Think: A Personal Inquiry into the History and Prospects of Artificial Intelligence
5178,Reinforcement Learning by Construction of Hypothetical Targets
5179,Signature Table Systems and Learning
5180,Some Themes and Primitives in Ill-Defined Systems
5181,Heuristics for Signature Table Analysis as a Pattern Recognition Technique
5182,Multi-agent reinforcement learning: Independent vs. coop-erative learning
5183,A New Machine-Learning Technique Applied to the Game of Checkers
5184,A summary comparison of CMAC neural network and traditional adaptive control systems
5185,Using Sinusoidally-Modulated Noise as a Surrogate for Slow-Wave Sleep to Accomplish Stable Unsupervised Dictionary Learning in a Spike-Based Sparse Coding Model
5186,A dynamic channel assignment policy through Q-learning
5187,A Neural Substrate of Prediction and Reward
5188,A new type of behaviour theory.
5189,A Reinforcement Learning Approach to job-shop Scheduling
5190,Human granulocytic anaplasmosis in the United States from 2008 to 2012: a summary of national surveillance data.
5191,A temporal-difference model of classical conditioning
5192,Adaptive Signal Processing
5193,Adaptive Linear Quadratic Attitude Tracking Control of a Quadrotor UAV Based on IMU Sensor Data Fusion
5194,Advanced Forecasting Methods for Global Crisis Warning and Models of Intelligence
5195,Some advances in importance sampling of reliability models based on zero variance approximation
5196,An adaptive network that constructs and uses an internal model of its world
5197,Applications of artificial intelligence techniques to a spacecraft control problem
5198,Joint Control of Manufacturing and Onsite Microgrid System via Novel Neural-Network Integrated Reinforcement Learning Algorithms
5199,Approximate dynamic programming for real-time control and neural modeling
5200,A method of clustering for discounted markovian decision problems
5201,Asymptotically Efficient Adaptive Allocation Rules
5202,Attention-like processes in classical conditioning
5203,Automaton theory and modeling of biological systems
5204,Bacterial chemotaxis as a model behavioral system
5205,"Brains, behavior, and robotics"
5206,"Brainstorms: Philosophic Essays on Mind & Psychology. By Daniel C. Dennett. Montgomery, Vt.: Bradford Books. 1978. Pp. xxii, 353."
5207,CONTRACTION MAPPINGS IN THE THEORY UNDERLYING DYNAMIC PROGRAMMING
5208,Carbon versus silicon: Matching wits with TD-Gammon
5209,Cellular models of reinforcement.
5210,Comparisons of channel assignment strategies in cellular mobile telephone systems
5211,Instrumental Conditioned Reflexes
5212,"Connectionistic Problem Solving: Computational Aspects of Biological Learning: Steven E. Hampson Birkh\""auser, 1990. Sw. fr. 78.00 (iv + 276 pages) ISBN 3 7643 3450 9"
5213,Contemporary Animal Learning Theory
5214,Reinforcement learning for control of self-similar call traffic in broadband networks
5215,Development of neurocontrollers for spacecraft navigation
5216,"Adolescent conditioning affects rate of adult fear, safety and reward learning during discriminative conditioning"
5217,Dynamic Programming and Markov Processes
5218,Dynamic Programming and Optimal Control. Volume 1
5219,Efficient Algorithms with Neural Network Behavior
5220,Prioritizing Useful Experience Replay for Heuristic Dynamic Programming-Based Learning Systems
5221,Proceedings of the 1993 Connectionist Models Summer School
5222,Escaping brittleness: the possibilities of general- purpose learning algorithms applied to parallel
5223,Estimator Algorithms for Learning Automata
5224,GAME: GRB and All-sky Monitor Experiment
5225,Foundations of conditioning and learning
5226,From Chemotaxis to cooperativity: abstract exercises in neuronal learning strategies
5227,Appeared in Proceedings of the Seventh Yale Workshop on Adaptive and Learning Systems pp Gain Adaptation Beats Least Squares
5228,"God and Golem, inc. : a comment on certain points where cybernetics impinges on religion"
5229,Multi-Layered Gradient Boosting Decision Trees
5230,Simple statistical gradient-following algorithms for connectionist reinforcement learning
5231,Unified View of Decision Tree Learning Machines for the Purpose of Meta-learning
5232,"Predicting conversion from MCI to AD using resting-state fMRI, graph theoretical approach and SVM"
5233,In silico Metabolic Flux Data Flexibilization for Advanced Bioreactor Control Applications
5234,HARMONIC FUNCTIONS AND THE DIRICHLET PROBLEM FOR REVIVAL MARKOV PROCESSES
5235,"The Use of Mathematical Games and Secondary School Students' Achievement in Mathematics in Fako Division, South West Region of Cameroon."
5236,"Meaning and purpose in the intact brain: A philosophical, psychological and biological account of conscious processes: R. Miller. Oxford University Press, Oxford, Great Britain, 1982. 239 pp. ISBN 0-19-857579-3. £20.00 (hardback)"
5237,Memory-Based Approaches to Approximating Continuous Functions
5238,Neural Networks: A Comprehensive Foundation: Macmillan
5239,Real-time neural network control of a biped walking robot
5240,New stochastic approximation type procedures
5241,ON THE LIKELIHOOD THAT ONE UNKNOWN PROBABILITY EXCEEDS ANOTHER IN VIEW OF THE EVIDENCE OF TWO SAMPLES
5242,Observable Operator Processes and Conditioned Continuation Representations 1
5243,On Step-Size and Bias in Temporal-Difference Learning
5244,On thought: the extrinsic theory.
5245,"Optimization over time, VOL. 1, Peter Whittle,"
5246,Positive reinforcement produced by electrical stimulation of septal area and other regions of rat brain.
5247,"Predictability, surprise, attention, and conditioning"
5248,Principles of behavior modification
5249,Learning indexing functions for 3-D model-based object recognition
5250,Adaptive Methods for Center Choosing of Radial Basis Function Interpolation: A Review
5251,Learning Physics Priors for Deep Reinforcement Learing
5252,Landmark Based Reward Shaping in Reinforcement Learning with Hidden States
5253,Reinforcement learning with replacing eligibility traces
5254,Reward-related signals carried by dopamine neurons.
5255,Secondary reinforcement in rats as a function of information value and reliability of the stimulus.
5256,Complex Dynamics of Single Agent Choice Governed by Dual-Channel Multi-Mode Reinforcement Learning
5257,Special Issue on Deep Reinforcement Learning and Adaptive Dynamic Programming
5258,State Functions And Linear Control Systems
5259,The art and theory of dynamic programming
5260,"First-line nivolumab (anti-PD-1) monotherapy in advanced NSCLC: the story of immune checkpoint inhibitors and ""the sorcerers apprentice""."
5261,The goal-gradient hypothesis and maze learning.
5262,The learning of world models by connectionist networks
5263,The organization of behavior: A neuropsychological theory
5264,The role of secondary reinforcement in delayed reward learning.
5265,Second Language Learning Theories: Fourth Edition
5266,Theory and Practice of Recursive Identification
5267,Review of Maze Solving Algorithms for 2D Maze and Their Visualisation
5268,Thinking with the teachable machine
5269,Time-Derivative Models of Pavlovian Reinforcement
5270,L G ] 5 J an 2 01 9 Finite-Sample Analyses for Fully Decentralized Multi-Agent Reinforcement Learning
5271,Proteolytic and non-proteolytic migration of tumour cells and leucocytes.
5272,Zcs: A zeroth order classifier system
5273,Two problems with variational expectation maximisation for time-series models
5274,Probabilistic Backpropagation for Scalable Learning of Bayesian Neural Networks
5275,Black-box α-divergence minimization
5276,A Practical Bayesian Framework for Backpropagation Networks
5277,Modelling uncertainty in deep learning for camera relocalization
5278,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
5279,Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning
5280,R\'enyi Divergence Variational Inference
5281,Quicksilver: Fast predictive image registration – A deep learning approach
5282,Several important problems in concrete production
5283,R\'enyi Divergence and Kullback-Leibler Divergence
5284,On Measures of Entropy and Information
5285,On Information and Sufficiency
5286,Dropout Inference in Bayesian Neural Networks with Alpha-divergences
5287,Ensemble of Deep Convolutional Neural Networks for Classification of Early Barrett ? s Neoplasia Using Volumetric Laser Endomicroscopy
5288,Information Theory and Statistics.
5289,Accurate prediction of single-cell DNA methylation states using deep learning
5290,Identifying Mislabeled Training Data
5291,A Team of Continuous-Action Learning Automata for Noise-Tolerant Learning of Half-Spaces
5292,Learning from Noisy Data using Hyperplane Sampling and Sample Averages
5293,Robust Support Vector Machine Training via Convex Outlier Ablation
5294,Posterior probability support vector Machines for unbalanced data
5295,Geometrical and Statistical Properties of Systems of Linear Inequalities with Applications in Pattern Recognition
5296,Improving automated land cover mapping by identifying and eliminating mislabeled observations from training data
5297,Networks of Learning Automata: Techniques for Online Stochastic Optimization
5298,Pattern Recognition and Machine Learning (Information Science and Statistics)
5299,Networks of learning automata for the vehicular environment: a performance analysis study
5300,T RAINING ON TEST DATA : R EMOVING NEAR-DUPLICATES IN F ASHION-MNIST
5301,Noise Tolerant Learnability via the Dual Learning Problem
5302,Unsupervised Anomaly Detection in Network Intrusion Detection Using Clusters
5303,Network Intrusion Detection using Random Forests
5304,A Comparative Study of Anomaly Detection Schemes in Network Intrusion Detection
5305,A Geometric Framework for Unsupervised Anomaly Detection
5306,NETWORK-BASED INTRUSION DETECTION USING NEURAL NETWORKS
5307,ADAM: Detecting Intrusions by Data Mining
5308,FUZZY DATA MINING AND GENETIC ALGORITHMS APPLIED TO INTRUSION DETECTION
5309,Detecting Anomalous Network Traffic with Self-organizing Maps
5310,ADAM: a testbed for exploring the use of data mining in intrusion detection
5311,An Analysis of the 1999 DARPA/Lincoln Laboratory Evaluation Data for Network Anomaly Detection
5312,Algorithms for spatial outlier detection
5313,Robust prediction of fault-proneness by random forests
5314,High-dimensional pattern analysis in multimedia information retrieval and bioinformatics
5315,Constrained Mixed-Effect Models with Ensemble Learning for Prediction of Nitrogen Oxides Concentrations at High Spatiotemporal Resolution.
5316,Data mining: practical machine learning tools and techniques with Java implementations
5317,Outliers in Statistical Data
5318,Results of the KDD'99 classifier learning
5319,Data Mining Practical Machine Learning Tools and Techniques
5320,Improving intrusion detection for better anomaly detection based on x-means clustering and multi-layer perceptron classification
5321,Anomaly Detection using Similarity-based One-Class SVM for Network Traffic Characterization
5322,A Coefficient of Agreement for Nominal Scales
5323,TensorFlow: A system for large-scale machine learning
5324,Biometry: The Principles and Practice of Statistics in Biological Research
5325,Foundations of statistical natural language processing
5326,Weighted kappa: nominal scale agreement with provision for scaled disagreement or partial credit.
5327,ROC ‘n’ Rule Learning—Towards a Better Understanding of Covering Algorithms
5328,Rule Evaluation Measures: A Unifying View
5329,Diversity of decision-making models and the measurement of interrater agreement.
5330,Statistical Decision Theory and Bayesian Analysis
5331,The Geometry of ROC Space: Understanding Machine Learning Metrics through ROC Isometrics
5332,Improved likelihood ratio tests for complete contingency tables
5333,Is Human Learning Rational?
5334,The exploitation of distributional information in syllable processing
5335,"Data archive of ""Increasing reward prospect promotes cognitive flexibility: Direct evidence from voluntary task switching with double registration"", Quarterly Journal of Experimental Psychology"
5336,Measuring Word Alignment Quality for Statistical Machine Translation
5337,THE PSYCHOLOGY OF LANGUAGE BY SIDNEY ADAMS AND FRANCIS F. POWERS University of Washington I. THE RELATION OF PSYCHOLOGY TO LINGUISTICS
5338,"Aldor-Noiman, S., Brown, L.D., Buja, A., Rolke, W., and Stine, R.A. (2013), “The Power to See: A New Graphical Test of Normality,” The American Statistician, 67, 249–260"
5339,Approximating the Moments and Distribution of the Likelihood Ratio Statistic for Multinomial Goodness of Fit
5340,Inferential Methods for the Tetrachoric Correlation Coefficient
5341,Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers)
5342,Bias reduction in skewed binary classification with Bayesian neural networks
5343,Audio-Visual Speech Recognition Using Red Exclusion and Neural Networks
5344,ADABOOK & MULTIBOOK: Adaptive Boosting with Chance Correction
5345,Performance metrics for intelligent systems (PERMIS) workshop
5346,THE UNIVERSITY OF CHICAGO TOWARDS UNDERSTANDING DECISIONS ABOUT FAIRNESS IN MACHINE LEARNING A THESIS SUBMITTED TO THE FACULTY OF THE DIVISION OF THE PHYSICAL SCIENCES IN CANDIDACY FOR THE DEGREE OF MASTERS
5347,Navigating the challenges of medical English education: a novel approach using computational linguistics
5348,Evaluation of Spiritual Intelligence and Spiritual Health in Nursing Students of Boroujen
5349,Persistent Homology Machine Learning for Fingerprint Classification
5350,20th International Conference on Machine Learning(ICML 2003)8/21〜8/24および9th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDD 2003)8/24〜8/27・ワシントンDC
5351,On robust parameter estimation in brain-computer interfacing.
5352,A Computationally and Cognitively Plausible Model of Supervised and Unsupervised Learning
5353,PERANCANGAN APLIKASI IDENTIFIKASI BIOMETRIKA TELAPAK TANGAN MENGGUNAKAN METODE FREEMAN CHAIN CODE
5354,Concepts and Applications of Inferential Statistics
5355,Assessing the quality of tests: revision of the EFPA review model.
5356,Polyunsaturated fatty acids of marine origin upregulate mitochondrial biogenesis and induce β-oxidation in white fat
5357,"Corrigendum to ?Learning transforms functional organization for Mandarin lexical tone discrimination in the brain: Evidence from a MEG experiment on second language learning? [J. Neurolinguistics, 42 (2017) 124?139]"
5358,Journal of the American Statistical Association: Comment
5359,LibGuides: Educational Studies 451: Educational Measurement: Journal of Educational and Behavioral Statistics
5360,Ninth International Workshop on Inductive Logic Programming (ILP'99)
5361,Performance Metrics for Intelligent Systems
5362,Integrating the Hopelessness Model and the Response Style Theory in an Adolescent Sample
5363,"Qualitative content analysis in nursing research: concepts, procedures and measures to achieve trustworthiness."
5364,Research in Nursing & Health Author Guidelines.
5365,Approaching Sex Differences in Cardiovascular Non-Coding RNA Research
5366,Distance Metric Learning with Application to Clustering with Side-Information
5367,Extracting Relevant Structures with Side Information
5368,Advances in kernel methods: support vector learning
5369,Optimal aggregation of classifiers in statistical learning
5370,Profile-based string kernels for remote homology detection and motif extraction.
5371,Combining pairwise sequence similarity and support vector machines for remote protein homology detection
5372,Support Vector Machines are Universally Consistent
5373,MAMMOTH (Matching molecular models obtained from theory): An automated method for model comparison
5374,Combining Pairwise Sequence Similarity and Support Vector Machines for Detecting Remote Protein Evolutionary and Structural Relationships
5375,Nonlinear prediction of chaotic time series
5376,The Nature of Statistical Learning Theory
5377,Counterfactual Fairness in Text Classification through Robustness
5378,Equality of Opportunity in Supervised Learning
5379,"EU regulations on algorithmic decision-making and a ""right to explanation"""
5380,Judgment under Uncertainty: Heuristics and Biases.
5381,How the machine ‘thinks’: Understanding opacity in machine learning algorithms
5382,Algorithmic Transparency via Quantitative Input Influence: Theory and Experiments with Learning Systems
5383,Better decision support through exploratory discrimination-aware data mining: foundations and empirical evidence
5384,"The new profiling: Algorithms, black boxes, and the failure of anti-discriminatory safeguards in the European Union"
5385,Extraneous factors in judicial decisions
5386,Making machine learning models interpretable
5387,The Black Box Society: The Secret Algorithms That Control Money and Information
5388,The European Commission's Proposed Data Protection Regulation: A Copernican Revolution in European Data Protection Law
5389,Data Recombination for Neural Semantic Parsing
5390,Discrimination prevention in data mining for intrusion and crime detection
5391,The European Union general data protection regulation: what it is and what it means*
5392,A clinical trial of the effects of dietary patterns on blood pressure. DASH Collaborative Research Group.
5393,"Cancer statistics, 2019"
5394,One-step inactivation of chromosomal genes in Escherichia coli K-12 using PCR products.
5395,Heart disease and stroke statistics--2013 update: a report from the American Heart Association.
5396,Metallicity Mapping with gri Photometry: The Virgo Overdensity and the Halos of the Galaxy
5397,arXiv E‐prints and the journal of record: An analysis of roles and relationships
5398,Auditing Algorithms : Research Methods for Detecting Discrimination on Internet Platforms
5399,Big Data's Disparate Impact
5400,Defining Profiling: A New Type of Knowledge?
5401,Economics Of Discrimination
5402,An overview of concepts and terms used in the European Commission's definition of nanomaterial
5403,"Civil Rights, Big Data, and Our Algorithmic Future"
5404,When Learning Analytics Meets E-Learning.
5405,Toward Interpretable Machine Learning: Transparent Deep Neural Networks and Beyond
5406,Machines Learning Justice: The Case for Judgmental Bootstrapping of Legal Decisions
5407,Updating Quasi-Newton Matrices With Limited Storage
5408,Preconditioning of Truncated-Newton Methods
5409,QN-like variable storage conjugate gradients
5410,Remark on “Algorithm 500: Minimization of Unconstrained Multivariate Functions [E4]”
5411,Algorithm 630: BBVSCG–a variable-storage algorithm for function minimization
5412,Some numerical experiments with variable-storage quasi-Newton algorithms
5413,Matrix conditioning and nonlinear optimization
5414,Conjugate-Gradient Methods for Large-Scale Nonlinear Optimization.
5415,A combined conjugate-gradient quasi-Newton minimization algorithm
5416,A Relationship between the BFGS and Conjugate Gradient Algorithms and Its Implications for New Algorithms
5417,ON VARIABLE METRIC METHODS OF MINIMIZATION
5418,Partitioned variable metric updates for large structured optimization problems
5419,A discrete Newton algorithm for minimizing a function of many variables
5420,A Class of Conjugate Gradient Algorithms with a Two-Step Variable Metric Memory
5421,Performance evaluation of a two-dimensional lattice Boltzmann solver using CUDA and PGAS UPC based parallelisation: ACM Transactions on Mathematical Software
5422,Practical Methods of Optimization
5423,Testing Unconstrained Optimization Software
5424,Memoryless modified symmetric rank-one method for large-scale unconstrained optimization
5425,The global convergence of partitioned BFGS on problems with convex decompositions and Lipschitzian gradients
5426,Towards Optimal One Pass Large Scale Learning with Averaged Stochastic Gradient Descent
5427,The Tradeoffs of Large Scale Learning
5428,SGD-QN: Careful Quasi-Newton Stochastic Gradient Descent
5429,Trust region Newton methods for large-scale logistic regression
5430,On-line learning for very large data sets
5431,Some applications of concentration inequalities to statistics
